,Unnamed: 0.1,Unnamed: 0,read_code,brand_name,term_description,term,dose,quantity,group,with_calcium_channel_blocker,with_diuretic
7348,,,bi84.,Cilazapril,Cilazapril 2.5mg tablet,Cilazapril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7349,,,bi85.,Vascace,Vascace 250micrograms tablet,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7350,,,bi86.,Vascace,Vascace 500mcg tablet,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7351,,,bi87.,Vascace,Vascace 1mg tablet,Cilazapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7352,,,bi88.,Vascace,Vascace 2.5mg tablet,Cilazapril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7353,,,bi89.,Vascace,Vascace 5mg tablet,Cilazapril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7354,,,bi8a.,Cilazapril,Cilazapril 5mg tablet,Cilazapril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7355,,,bi9..,Trandolapril,Trandolapril,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7356,,,bi91.,Trandolapril,Trandolapril 500micrograms capsule,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7357,,,bi92.,Trandolapril,Trandolapril 1mg capsule,Trandolapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7358,,,bi93.,Trandolapril,Trandolapril 2mg capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7359,,,bi94.,Gopten,Gopten 500micrograms capsule,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7360,,,bi95.,Gopten,Gopten 1mg capsule,Trandolapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7361,,,bi96.,Gopten,Gopten 2mg capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7362,,,bi97.,Odrik,Odrik 500micrograms capsule,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7363,,,bi98.,Odrik,Odrik 1mg capsule,Trandolapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7364,,,bi99.,Odrik,Odrik 2mg capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7365,,,bi9A.,Gopten,Gopten 4mg capsule,Trandolapril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7366,,,bi9z.,Trandolapril,Trandolapril 4mg capsule,Trandolapril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7367,,,biA3.,Perdix,Perdix 7.5mg tablet,Moexipril Hydrochloride,7.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7368,,,biA4.,Perdix,Perdix 15mg tablet,Moexipril Hydrochloride,15 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7369,,,biB1.,Tanatril,Tanatril 5mg tablet,Imidapril Hydrochloride,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7370,,,biB2.,Tanatril,Tanatril 10mg tablet,Imidapril Hydrochloride,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7371,,,biB3.,Tanatril,Tanatril 20mg tablet,Imidapril Hydrochloride,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7372,,,biC..,Perindopril,PERINDOPRIL ARGININE,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7373,,,biC1.,Coversyl,COVERSYL ARGININE 2.5mg tablets,Perindopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7374,,,biC2.,Perindopril,PERINDOPRIL ARGININE 2.5mg tablets,Perindopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7375,,,biC3.,Coversyl,COVERSYL ARGININE 5mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7376,,,biC4.,Perindopril,PERINDOPRIL ARGININE 5mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7377,,,biC5.,Coversyl,COVERSYL ARGININE 10mg tablets,Perindopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7378,,,biC6.,Perindopril,PERINDOPRIL ARGININE 10mg tablets,Perindopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7379,,,biC7.,Coversyl,COVERSYL ARGININE PLUS 5mg/1.25mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7380,,,biC8.,Perindopril,PERINDOPRIL ARGININE+INDAPAMIDE 5mg/1.25mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
7381,,,bj11.,Arfonad,Arfonad 250mg/5mL infusion concentrate,Trimetaphan Camsilate,250 mg/5 ml,,Ganglion-Blocking Drugs,False,False
7382,,,bk1..,Metirosine,Metirosine,Metirosine,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7383,,,bk11.,Demser,Demser 250mg capsule,Metirosine,250 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
7384,,,bk1z.,Metirosine,Metirosine 250mg capsule,Metirosine,250 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
7385,,,bk21.,Hypercal,Hypercal-B tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
7386,,,bk22.,Seominal,Seominal tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
7387,,,bk3..,Losartan,Losartan,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,False
7388,,,bk31.,Losartan,Losartan potassium 25mg tablet,Losartan Potassium,25 mg,,Angiotensin-II Receptor Antagonists,False,False
7389,,,bk32.,Losartan,Losartan potassium 50mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,False
7390,,,bk33.,Cozaar,Cozaar 25mg tablet,Losartan Potassium,25 mg,,Angiotensin-II Receptor Antagonists,False,False
7391,,,bk33.,Cozaar,Cozaar Half Strength 25mg tablet,Losartan Potassium,25 mg,,Angiotensin-II Receptor Antagonists,False,False
7392,,,bk34.,Cozaar,Cozaar 50mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,False
7393,,,bk35.,Losartan,Losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,True
7394,,,bk36.,Cozaar,Cozaar-Comp 50mg/12.5mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,False
7395,,,bk37.,Losartan,Losartan potassium 100mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
7396,,,bk38.,Cozaar,Cozaar 100mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
7397,,,bk39.,Cozaar,Cozaar-Comp 100mg/25mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
7398,,,bk3A.,Cozaar,COZAAR-COMP 100mg/12.5mg tablets,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
7399,,,bk3B.,Cozaar,COZAAR 12.5mg tablets,Losartan Potassium,12.5 mg,,Angiotensin-II Receptor Antagonists,False,False
7400,,,bk3C.,Losartan Pot,LOSARTAN POTASSIUM 12.5mg tablets,Losartan Potassium,12.5 mg,,Angiotensin-II Receptor Antagonists,False,False
7401,,,bk3D.,Cozaar,COZAAR 2.5mg/mL oral suspension,Losartan Potassium,5 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
7402,,,bk3E.,Losartan Pot,LOSARTAN POTASSIUM 2.5mg/mL oral suspension,Losartan Potassium,5 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
7403,,,bk3y.,Losartan Pot,LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 100mg/12.5mg tablets,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,True
7404,,,bk3z.,Losartan,Losartan potassium+hydrochlorothiazide 100mg/25mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,True
7405,,,bk4..,Valsartan,Valsartan,Valsartan,,,Angiotensin-II Receptor Antagonists,False,False
7406,,,bk41.,Valsartan,Valsartan 40mg capsule,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7407,,,bk42.,Valsartan,Valsartan 80mg capsule,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
7408,,,bk43.,Valsartan,Valsartan 160mg capsule,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
7409,,,bk44.,Diovan,Diovan 40mg capsule,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7410,,,bk45.,Diovan,Diovan 80mg capsule,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
7411,,,bk46.,Diovan,Diovan 160mg capsule,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
7412,,,bk47.,Diovan,Co-Diovan 160mg/12.5mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
7413,,,bk48.,Diovan,Co-Diovan 160mg/25mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
7414,,,bk49.,Diovan,Co-Diovan 80mg/12.5mg tablet,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
7415,,,bk4A.,Diovan,Diovan 40mg tablet,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7416,,,bk4B.,Diovan,DIOVAN 320mg tablets,Valsartan,320 mg,,Angiotensin-II Receptor Antagonists,False,False
7417,,,bk4C.,Diovan,DIOVAN 3mg/mL oral solution,Valsartan,3 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
7418,,,bk4s.,Valsartan,VALSARTAN 80mg tablets,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
7419,,,bk4t.,Valsartan,VALSARTAN 160mg tablets,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
7420,,,bk4u.,Valsartan,VALSARTAN 3mg/mL oral solution,Valsartan,3 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
7421,,,bk4v.,Valsartan,VALSARTAN 320mg tablets,Valsartan,320 mg,,Angiotensin-II Receptor Antagonists,False,False
7422,,,bk4w.,Valsartan,Valsartan 40mg tablet,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7423,,,bk4x.,Valsartan,Valsartan+hydrochlorothiazide 80mg/12.5mg tablet,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,True
7424,,,bk4y.,Valsartan,Valsartan+hydrochlorothiazide 160mg/25mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,True
7425,,,bk4z.,Valsartan,Valsartan+hydrochlorothiazide 160mg/12.5mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,True
7426,,,bk5..,Irbesartan,Irbesartan,Irbesartan,,,Angiotensin-II Receptor Antagonists,False,False
7427,,,bk51.,Irbesartan,Irbesartan 75mg tablet,Irbesartan,75 mg,,Angiotensin-II Receptor Antagonists,False,False
7428,,,bk52.,Irbesartan,Irbesartan 150mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,False
7429,,,bk53.,Irbesartan,Irbesartan 300mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
7430,,,bk54.,Aprovel,Aprovel 75mg tablet,Irbesartan,75 mg,,Angiotensin-II Receptor Antagonists,False,False
7431,,,bk55.,Aprovel,Aprovel 150mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,False
7432,,,bk56.,Aprovel,Aprovel 300mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
7433,,,bk57.,CoAprovel,CoAprovel 150mg/12.5mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,False
7434,,,bk58.,CoAprovel,CoAprovel 300mg/12.5mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
7435,,,bk59.,CoAprovel,COAPROVEL 300mg/25mg tablets,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
7436,,,bk5x.,Irbesartan,IRBESARTAN+HYDROCHLOROTHIAZIDE 300mg/25mg tablets,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,True
7437,,,bk5y.,Irbesartan,Irbesartan+hydrochlorothiazide 300mg/12.5mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,True
7438,,,bk5z.,Irbesartan,Irbesartan+hydrochlorothiazide 150mg/12.5mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,True
7439,,,bk6..,Trandolapril,Trandolapril+verapamil hydrochloride,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,True,False
7440,,,bk61.,Trandolapril,Trandolapril+verapamil hydrochloride 2mg/180mg m/r capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,True,False
7441,,,bk62.,Tarka,Tarka 2mg/180mg m/r capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7442,,,bk7..,Candesartan,Candesartan cilexetil,Candesartan Cilexetil,,,Angiotensin-II Receptor Antagonists,False,False
7443,,,bk71.,Candesartan,Candesartan cilexetil 2mg tablet,Candesartan Cilexetil,2 mg,,Angiotensin-II Receptor Antagonists,False,False
7444,,,bk72.,Candesartan,Candesartan cilexetil 4mg tablet,Candesartan Cilexetil,4 mg,,Angiotensin-II Receptor Antagonists,False,False
7445,,,bk73.,Candesartan,Candesartan cilexetil 8mg tablet,Candesartan Cilexetil,8 mg,,Angiotensin-II Receptor Antagonists,False,False
7446,,,bk74.,Candesartan,Candesartan cilexetil 16mg tablet,Candesartan Cilexetil,16 mg,,Angiotensin-II Receptor Antagonists,False,False
7447,,,bk75.,Amias,Amias 2mg tablet,Candesartan Cilexetil,2 mg,,Angiotensin-II Receptor Antagonists,False,False
7448,,,bk76.,Amias,Amias 4mg tablet,Candesartan Cilexetil,4 mg,,Angiotensin-II Receptor Antagonists,False,False
7449,,,bk77.,Amias,Amias 8mg tablet,Candesartan Cilexetil,8 mg,,Angiotensin-II Receptor Antagonists,False,False
7450,,,bk78.,Amias,Amias 16mg tablet,Candesartan Cilexetil,16 mg,,Angiotensin-II Receptor Antagonists,False,False
7451,,,bk79.,Amias,Amias 32mg tablet,Candesartan Cilexetil,32 mg,,Angiotensin-II Receptor Antagonists,False,False
7452,,,bk7z.,Candesartan,Candesartan cilexetil 32mg tablet,Candesartan Cilexetil,32 mg,,Angiotensin-II Receptor Antagonists,False,False
7453,,,bk8..,Telmisartan,Telmisartan,Telmisartan,,,Angiotensin-II Receptor Antagonists,False,False
7454,,,bk81.,Telmisartan,Telmisartan 40mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7455,,,bk82.,Telmisartan,Telmisartan 80mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
7456,,,bk83.,Micardis,Micardis 40mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7457,,,bk84.,Micardis,Micardis 80mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
7458,,,bk85.,Micardis,Micardis 20mg tablet,Telmisartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
7459,,,bk86.,Micardis,MicardisPlus 40mg/12.5mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7460,,,bk87.,Micardis,MicardisPlus 80mg/12.5mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
7461,,,bk88.,Micardis,MICARDISPLUS 80mg/25mg tablets,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
7462,,,bk8w.,Telmisartan,TELMISARTAN+HYDROCHLOROTHIAZIDE 80mg/25mg tablets,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,True
7463,,,bk8x.,Telmisartan,Telmisartan+hydrochlorothiazide 40mg/12.5mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,True
7464,,,bk8y.,Telmisartan,Telmisartan+hydrochlorothiazide 80mg/12.5mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,True
7465,,,bk8z.,Telmisartan,Telmisartan 20mg tablet,Telmisartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
7466,,,bk9..,Eprosartan,Eprosartan,Eprosartan,,,Angiotensin-II Receptor Antagonists,False,False
7467,,,bk91.,Teveten,Teveten 300mg tablet,Eprosartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
7468,,,bk92.,Teveten,Teveten 400mg tablet,Eprosartan,400 mg,,Angiotensin-II Receptor Antagonists,False,False
7469,,,bk93.,Teveten,Teveten 600mg tablet,Eprosartan,600 mg,,Angiotensin-II Receptor Antagonists,False,False
7470,,,bk9x.,Eprosartan,Eprosartan 300mg tablet,Eprosartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
7471,,,bk9y.,Eprosartan,Eprosartan 400mg tablet,Eprosartan,400 mg,,Angiotensin-II Receptor Antagonists,False,False
7472,,,bk9z.,Eprosartan,Eprosartan 600mg tablet,Eprosartan,600 mg,,Angiotensin-II Receptor Antagonists,False,False
7473,,,bkA..,Bosentan,Bosentan,Bosentan,,,Vasodilator Antihypertensive Drugs,False,False
7474,,,bkA1.,Bosentan,Bosentan monohydrate 62.5mg tablet,Bosentan,62.5 mg,,Vasodilator Antihypertensive Drugs,False,False
7475,,,bkA2.,Bosentan,Bosentan monohydrate 125mg tablet,Bosentan,125 mg,,Vasodilator Antihypertensive Drugs,False,False
7476,,,bkA3.,Tracleer,Tracleer 62.5mg tablet,Bosentan,62.5 mg,,Vasodilator Antihypertensive Drugs,False,False
7477,,,bkA4.,Tracleer,Tracleer 125mg tablet,Bosentan,125 mg,,Vasodilator Antihypertensive Drugs,False,False
7478,,,bkB..,Olmesartan,Olmesartan,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,False
7479,,,bkB1.,Olmesartan,Olmesartan medoxomil 10mg tablet,Olmesartan,10 mg,,Angiotensin-II Receptor Antagonists,False,False
7480,,,bkB2.,Olmesartan,Olmesartan medoxomil 20mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
7481,,,bkB3.,Olmesartan,Olmesartan medoxomil 40mg tablet,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7482,,,bkB4.,Olmetec,Olmetec 10mg tablet,Olmesartan,10 mg,,Angiotensin-II Receptor Antagonists,False,False
7483,,,bkB5.,Olmetec,Olmetec 20mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
7484,,,bkB6.,Olmetec,Olmetec 40mg tablet,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7485,,,bkC..,Olmesartan,Hydrochlorothiazide + Olmesartan,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,True
7486,,,bkC1.,Olmetec,Olmetec Plus 20mg/12.5mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
7487,,,bkC2.,Olmetec,Olmetec Plus 20mg/25mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
7488,,,bkC3.,Olmetec,OLMETEC PLUS 40mg/12.5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7489,,,bkCx.,Olmesartan,OLMESARTAN+HYDROCHLOROTHIAZIDE 40mg/12.5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,True
7490,,,bkCy.,Olmesartan,Olmesartan + hydrochlorothiazide 20mg/25mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,True
7491,,,bkCz.,Olmesartan,Olmesartan + hydrochlorothiazide 20mg/12.5mg tablet,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,True
7492,,,bkD..,Valsartan,AMLODIPINE + VALSARTAN,Valsartan,,,Angiotensin-II Receptor Antagonists,True,False
7493,,,bkD1.,Valsartan,AMLODIPINE+VALSARTAN 5mg/80mg tablets,Valsartan,5 mg,,Angiotensin-II Receptor Antagonists,True,False
7494,,,bkD2.,Valsartan,AMLODIPINE+VALSARTAN 5mg/160mg tablets,Valsartan,5 mg,,Angiotensin-II Receptor Antagonists,True,False
7495,,,bkD3.,Valsartan,AMLODIPINE+VALSARTAN 10mg/160mg tablets,Valsartan,10 mg,,Angiotensin-II Receptor Antagonists,True,False
7496,,,bkE1.,Thelin,THELIN 100mg tablets,Sitaxentan Sodium,100 mg,,Vasodilator Antihypertensive Drugs,False,False
7497,,,bkEz.,Sitaxentan Sod,SITAXENTAN SODIUM 100mg tablets,Sitaxentan Sodium,100 mg,,Vasodilator Antihypertensive Drugs,False,False
7498,,,bkF..,Aliskiren,ALISKIREN,Aliskiren,,,Renin Inhibitors,False,False
7499,,,bkF1.,Rasilez,RASILEZ 150mg tablets,Aliskiren,150 mg,,Renin Inhibitors,False,False
7500,,,bkF2.,Rasilez,RASILEZ 300mg tablets,Aliskiren,300 mg,,Renin Inhibitors,False,False
7501,,,bkFy.,Aliskiren,ALISKIREN 300mg tablets,Aliskiren,300 mg,,Renin Inhibitors,False,False
7502,,,bkFz.,Aliskiren,ALISKIREN 150mg tablets,Aliskiren,150 mg,,Renin Inhibitors,False,False
7503,,,bkG..,Ambrisentan,AMBRISENTAN,Ambrisentan,,,Vasodilator Antihypertensive Drugs,False,False
7504,,,bkG1.,Volibris,VOLIBRIS 5mg tablets,Ambrisentan,5 mg,,Vasodilator Antihypertensive Drugs,False,False
7505,,,bkG2.,Volibris,VOLIBRIS 10mg tablets,Ambrisentan,10 mg,,Vasodilator Antihypertensive Drugs,False,False
7506,,,bkGy.,Ambrisentan,AMBRISENTAN 10mg tablets,Ambrisentan,10 mg,,Vasodilator Antihypertensive Drugs,False,False
7507,,,bkGz.,Ambrisentan,AMBRISENTAN 5mg tablets,Ambrisentan,5 mg,,Vasodilator Antihypertensive Drugs,False,False
7508,,,bkH..,Olmesartan,OLMESARTAN+AMLODIPINE,Olmesartan,,,Angiotensin-II Receptor Antagonists,True,False
7509,,,bkH1.,Sevikar,SEVIKAR 20mg/5mg tablets,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
7510,,,bkH2.,Sevikar,SEVIKAR 40mg/5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7511,,,bkH3.,Sevikar,SEVIKAR 40mg/10mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7512,,,bkHx.,Olmesartan,OLMESARTAN MEDOXOMIL+AMLODIPINE 40mg/10mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,True,False
7513,,,bkHy.,Olmesartan,OLMESARTAN MEDOXOMIL+AMLODIPINE 40mg/5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,True,False
7514,,,bkHz.,Olmesartan,OLMESARTAN MEDOXOMIL+AMLODIPINE 20mg/5mg tablets,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,True,False
7515,,,bkI..,Olmesartan,OLMESARTAN+AMLODIPINE+HYDROCHLOROTHIAZIDE,Olmesartan,,,Angiotensin-II Receptor Antagonists,True,True
7516,,,bkI1.,Sevikar,SEVIKAR HCT 20mg/5mg/12.5mg tablets,Olmesartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
7517,,,bkI2.,Sevikar,SEVIKAR HCT 40mg/5mg/12.5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7518,,,bkI3.,Sevikar,SEVIKAR HCT 40mg/10mg/12.5mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7519,,,bkI4.,Sevikar,SEVIKAR HCT 40mg/5mg/25mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7520,,,bkI5.,Sevikar,SEVIKAR HCT 40mg/10mg/25mg tablets,Olmesartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7521,,,bkJ1.,Edarbi,EDARBI 20mg tablets,Azilsartan Medoxomil,20 mg,,Angiotensin-II Receptor Antagonists,False,False
7522,,,bkJ2.,Azilsartan Medoxomil,AZILSARTAN MEDOXOMIL 20mg tablets,Azilsartan Medoxomil,20 mg,,Angiotensin-II Receptor Antagonists,False,False
7523,,,bkJ3.,Edarbi,EDARBI 40mg tablets,Azilsartan Medoxomil,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7524,,,bkJ4.,Azilsartan Medoxomil,AZILSARTAN MEDOXOMIL 40mg tablets,Azilsartan Medoxomil,40 mg,,Angiotensin-II Receptor Antagonists,False,False
7525,,,bkJ5.,Edarbi,EDARBI 80mg tablets,Azilsartan Medoxomil,80 mg,,Angiotensin-II Receptor Antagonists,False,False
7526,,,bkJ6.,Azilsartan Medoxomil,AZILSARTAN MEDOXOMIL 80mg tablets,Azilsartan Medoxomil,80 mg,,Angiotensin-II Receptor Antagonists,False,False
7527,,,bkK..,Macitentan,MACITENTAN,Macitentan,,,Vasodilator Antihypertensive Drugs,False,False
7528,,,bkK1.,Opsumit,OPSUMIT 10mg tablets,Macitentan,10 mg,,Vasodilator Antihypertensive Drugs,False,False
7529,,,bkK2.,Macitentan,MACITENTAN 10mg tablets,Macitentan,10 mg,,Vasodilator Antihypertensive Drugs,False,False
7530,,,bkL..,Valsartan,SACUBITRIL+VALSARTAN,Valsartan,,,Angiotensin-II Receptor Antagonists,False,False
7531,,,bkL1.,Entresto,ENTRESTO 24mg/26mg tablets,Sacubitril/Valsartan,24 mg,,Angiotensin-II Receptor Antagonists,False,False
7532,,,bkL2.,Valsartan,SACUBITRIL+VALSARTAN 24mg/26mg tablets,Valsartan,24 mg,,Angiotensin-II Receptor Antagonists,False,False
7533,,,bkL3.,Entresto,ENTRESTO 49mg/51mg tablets,Sacubitril/Valsartan,49 mg,,Angiotensin-II Receptor Antagonists,False,False
7534,,,bkL4.,Valsartan,SACUBITRIL+VALSARTAN 49mg/51mg tablets,Valsartan,49 mg,,Angiotensin-II Receptor Antagonists,False,False
7535,,,bkL5.,Entresto,ENTRESTO 97mg/103mg tablets,Sacubitril/Valsartan,97 mg,,Angiotensin-II Receptor Antagonists,False,False
7536,,,bkL6.,Valsartan,SACUBITRIL+VALSARTAN 97mg/103mg tablets,Valsartan,97 mg,,Angiotensin-II Receptor Antagonists,False,False
7537,,,blca.,Lotens,Felotens XL 5mg m/r tablet,Guanethidine Monosulfate,5 mg,,Adrenergic Neurone Blocking Drugs,True,False
7538,,,blcb.,Lotens,Felotens XL 10mg m/r tablet,Guanethidine Monosulfate,10 mg,,Adrenergic Neurone Blocking Drugs,True,False
7539,,,blct.,Lotens,FELOTENS XL 2.5mg m/r tablets,Guanethidine Monosulfate,2.5 mg,,Adrenergic Neurone Blocking Drugs,True,False
7540,,,bn7..,Iloprost,Iloprost,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
7541,,,bn71.,Iloprost,Iloprost 100micrograms/1mL infusion concentrate,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
7542,,,bn72.,Iloprost,Iloprost 10micrograms/mL nebuliser solution 2mL ampoule,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
7543,,,bn73.,Ventavis,Ventavis 10micrograms/mL nebuliser solution 2mL ampoule,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
