,Unnamed: 0,bnf_code,brand_name,presentation,term,quantity,dose,group,with_calcium_channel_blocker,with_diuretic
4224,,0205052ACBBACAC,Sevikar HCT,Sevikar HCT_Tab 40mg/10mg/12.5mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,True
4225,,0205052ACBBADAD,Sevikar HCT,Sevikar HCT_Tab 40mg/5mg/25mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,True
4226,,0205052ACBBAEAE,Sevikar HCT,Sevikar HCT_Tab 40mg/10mg/25mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,True
4227,,0205052ADAAAAAA,Azilsartan Medoxomil,Azilsartan Medoxomil_Tab 20mg,Azilsartan Medoxomil,,20 mg,Angiotensin-II Receptor Antagonists,False,False
4228,,0205052ADAAABAB,Azilsartan Medoxomil,Azilsartan Medoxomil_Tab 40mg,Azilsartan Medoxomil,,40 mg,Angiotensin-II Receptor Antagonists,False,False
4229,,0205052ADAAACAC,Azilsartan Medoxomil,Azilsartan Medoxomil_Tab 80mg,Azilsartan Medoxomil,,80 mg,Angiotensin-II Receptor Antagonists,False,False
4230,,0205052ADBBAAAA,Edarbi,Edarbi_Tab 20mg,Azilsartan Medoxomil,,20 mg,Angiotensin-II Receptor Antagonists,False,False
4231,,0205052ADBBABAB,Edarbi,Edarbi_Tab 40mg,Azilsartan Medoxomil,,40 mg,Angiotensin-II Receptor Antagonists,False,False
4232,,0205052ADBBACAC,Edarbi,Edarbi_Tab 80mg,Azilsartan Medoxomil,,80 mg,Angiotensin-II Receptor Antagonists,False,False
4233,,0205052AEAAAAAA,Sacubitril/Valsartan,Sacubitril/Valsartan_Tab 49mg/51mg,Sacubitril/Valsartan,,49 mg,Angiotensin-II Receptor Antagonists,False,False
4234,,0205052AEAAABAB,Sacubitril/Valsartan,Sacubitril/Valsartan_Tab 97mg/103mg,Sacubitril/Valsartan,,97 mg,Angiotensin-II Receptor Antagonists,False,False
4235,,0205052AEAAACAC,Sacubitril/Valsartan,Sacubitril/Valsartan_Tab 24mg/26mg,Sacubitril/Valsartan,,24 mg,Angiotensin-II Receptor Antagonists,False,False
4236,,0205052AEBBAAAA,Entresto,Entresto_Tab 49mg/51mg,Sacubitril/Valsartan,,49 mg,Angiotensin-II Receptor Antagonists,False,False
4237,,0205052AEBBABAB,Entresto,Entresto_Tab 97mg/103mg,Sacubitril/Valsartan,,97 mg,Angiotensin-II Receptor Antagonists,False,False
4238,,0205052AEBBACAC,Entresto,Entresto_Tab 24mg/26mg,Sacubitril/Valsartan,,24 mg,Angiotensin-II Receptor Antagonists,False,False
4239,,0205052B0AAAAAA,Olmesartan Medoxomil,Olmesartan Medoxomil_Tab 10mg,Olmesartan,,10 mg,Angiotensin-II Receptor Antagonists,False,False
4240,,0205052B0AAABAB,Olmesartan Medoxomil,Olmesartan Medoxomil_Tab 20mg,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
4241,,0205052B0AAACAC,Olmesartan Medoxomil,Olmesartan Medoxomil_Tab 40mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
4242,,0205052B0AAADAD,Olmesartan Medoxomil,Olmesartan Medoxomil_Liq Spec 10mg/5ml,Olmesartan,,10 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4243,,0205052B0BBAAAA,Olmetec,Olmetec_Tab 10mg,Olmesartan,,10 mg,Angiotensin-II Receptor Antagonists,False,False
4244,,0205052B0BBABAB,Olmetec,Olmetec_Tab 20mg,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
4245,,0205052B0BBACAC,Olmetec,Olmetec_Tab 40mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
4246,,0205052C0AAAAAA,Candesartan Cilexetil,Candesartan Cilexetil_Tab 2mg,Candesartan Cilexetil,,2 mg,Angiotensin-II Receptor Antagonists,False,False
4247,,0205052C0AAABAB,Candesartan Cilexetil,Candesartan Cilexetil_Tab 4mg,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
4248,,0205052C0AAACAC,Candesartan Cilexetil,Candesartan Cilexetil_Tab 8mg,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
4249,,0205052C0AAADAD,Candesartan Cilexetil,Candesartan Cilexetil_Tab 16mg,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
4250,,0205052C0AAAEAE,Candesartan Cilexetil,Candesartan Cilexetil_Tab 16mg       @gn,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
4251,,0205052C0AAAFAF,Candesartan Cilexetil,Candesartan Cilexetil_Tab 4mg        @gn,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
4252,,0205052C0AAAGAG,Candesartan Cilexetil,Candesartan Cilexetil_Tab 8mg        @gn,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
4253,,0205052C0AAAHAH,Candesartan Cilexetil,Candesartan Cilexetil_Tab 32mg,Candesartan Cilexetil,,32 mg,Angiotensin-II Receptor Antagonists,False,False
4254,,0205052C0AAAIAI,Candesartan Cilexetil,Candesartan Cilexetil_Liq Spec 4mg/5ml,Candesartan Cilexetil,,4 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4255,,0205052C0AAAJAJ,Candesartan Cilexetil,Candesartan Cilexetil_Liq Spec 8mg/5ml,Candesartan Cilexetil,,8 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4256,,0205052C0BBAAAA,Amias,Amias_Tab 2mg,Candesartan Cilexetil,,2 mg,Angiotensin-II Receptor Antagonists,False,False
4257,,0205052C0BBABAB,Amias,Amias_Tab 4mg,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
4258,,0205052C0BBACAC,Amias,Amias_Tab 8mg,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
4259,,0205052C0BBADAD,Amias,Amias_Tab 16mg,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
4260,,0205052C0BBAEAH,Amias,Amias_Tab 32mg,Candesartan Cilexetil,,32 mg,Angiotensin-II Receptor Antagonists,False,False
4261,,0205052C0BCAAAB,Atacand,Atacand_Tab 4mg,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
4262,,0205052C0BCABAC,Atacand,Atacand_Tab 8mg,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
4263,,0205052C0BCACAD,Atacand,Atacand_Tab 16mg,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
4264,,0205052C0BDAAAD,Ratacand,Ratacand_Tab 16mg,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
4265,,0205052C0BDABAC,Ratacand,Ratacand_Tab 8mg,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
4266,,0205052C0BDACAB,Ratacand,Ratacand_Tab 4mg,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
4267,,0205052I0AAAAAA,Irbesartan,Irbesartan_Tab 75mg,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
4268,,0205052I0AAABAB,Irbesartan,Irbesartan_Tab 150mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
4269,,0205052I0AAACAC,Irbesartan,Irbesartan_Tab 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
4270,,0205052I0AAADAD,Irbesartan,Irbesartan_Tab 150mg                 @gn,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
4271,,0205052I0AAAEAE,Irbesartan,Irbesartan_Tab 300mg                 @gn,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
4272,,0205052I0AAAFAF,Irbesartan,Irbesartan_Liq Spec 150mg/5ml,Irbesartan,,150 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4273,,0205052I0AAAGAG,Irbesartan,Irbesartan_Liq Spec 300mg/5ml,Irbesartan,,300 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4274,,0205052I0AAAHAH,Irbesartan,Irbesartan_Liq Spec 75mg/5ml,Irbesartan,,75 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4275,,0205052I0AAAIAI,Irbesartan,Irbesartan_Pdr Sach 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
4276,,0205052I0AAAJAJ,Irbesartan,Irbesartan_Oral Pdr Sach 20mg,Irbesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
4277,,0205052I0AAAKAK,Irbesartan,Irbesartan_Oral Pdr Sach 30mg,Irbesartan,,30 mg,Angiotensin-II Receptor Antagonists,False,False
4278,,0205052I0AAALAL,Irbesartan,Irbesartan_Oral Pdr Sach 37.5mg,Irbesartan,,37.5 mg,Angiotensin-II Receptor Antagonists,False,False
4279,,0205052I0BBAAAA,Aprovel,Aprovel_Tab 75mg,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
4280,,0205052I0BBABAB,Aprovel,Aprovel_Tab 150mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
4281,,0205052I0BBACAC,Aprovel,Aprovel_Tab 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
4282,,0205052I0BCAAAA,Karvea,Karvea_Tab 75mg,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
4283,,0205052I0BCABAB,Karvea,Karvea_Tab 150mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
4284,,0205052I0BCACAC,Karvea,Karvea_Tab 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
4285,,0205052I0BDAAAA,Sabervel,Sabervel_Tab 75mg,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
4286,,0205052I0BDABAB,Sabervel,Sabervel_Tab 150mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
4287,,0205052I0BDACAC,Sabervel,Sabervel_Tab 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
4288,,0205052I0BEAAAA,Ifirmasta,Ifirmasta_Tab 75mg,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
4289,,0205052I0BEABAB,Ifirmasta,Ifirmasta_Tab 150mg,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
4290,,0205052I0BEACAC,Ifirmasta,Ifirmasta_Tab 300mg,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
4291,,0205052N0AAAAAA,Losartan Pot,Losartan Pot_Tab 25mg,Losartan Potassium,,25 mg,Angiotensin-II Receptor Antagonists,False,False
4292,,0205052N0AAABAB,Losartan Pot,Losartan Pot_Tab 50mg,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,False
4293,,0205052N0AAACAC,Losartan Pot,Losartan Pot_Tab 50mg                @gn,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,False
4294,,0205052N0AAADAD,Losartan Pot,Losartan Pot_Tab 100mg,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,False
4295,,0205052N0AAAEAE,Losartan Pot,Losartan Pot_Oral Soln 50mg/5ml,Losartan Potassium,,50 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4296,,0205052N0AAAFAF,Losartan Pot,Losartan Pot_Liq Spec 100mg/5ml,Losartan Potassium,,100 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4297,,0205052N0AAAGAG,Losartan Pot,Losartan Pot_Liq Spec 25mg/5ml,Losartan Potassium,,25 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4298,,0205052N0AAAHAH,Losartan Pot,Losartan Pot_Tab 12.5mg,Losartan Potassium,,12.5 mg,Angiotensin-II Receptor Antagonists,False,False
4299,,0205052N0AAAIAI,Losartan Pot,Losartan Pot_Oral Susp 12.5mg/5ml S/F,Losartan Potassium,,5 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4300,,0205052N0AAAJAJ,Losartan Pot,Losartan Pot_Oral Susp 50mg/5ml,Losartan Potassium,,50 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4301,,0205052N0AAAKAK,Losartan Pot,Losartan Pot_Oral Susp 20mg/5ml,Losartan Potassium,,20 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4302,,0205052N0BBAAAA,Cozaar,Cozaar_Tab 25mg,Losartan Potassium,,25 mg,Angiotensin-II Receptor Antagonists,False,False
4303,,0205052N0BBABAB,Cozaar,Cozaar_Tab 50mg,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,False
4304,,0205052N0BBACAD,Cozaar,Cozaar_Tab 100mg,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,False
4305,,0205052N0BBADAH,Cozaar,Cozaar_Tab 12.5mg,Losartan Potassium,,12.5 mg,Angiotensin-II Receptor Antagonists,False,False
4306,,0205052N0BBAEAI,Cozaar,Cozaar_Oral Susp 2.5mg/ml,Losartan Potassium,,5 mg/mL,Angiotensin-II Receptor Antagonists,False,False
4307,,0205052N0BCAAAB,Losaprex,Losaprex_Tab 50mg,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,False
4308,,0205052P0AAAAAA,Losartan Pot/Hydchloroth,Losartan Pot/Hydchloroth_Tab 50mg/12.5mg,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,True
4309,,0205052P0AAABAB,Losartan Pot/Hydchloroth,Losartan Pot/Hydchloroth_Tab 100mg/25mg,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,True
4310,,0205052P0AAACAC,Losartan Pot/Hydchloroth,Losartan Pot/Hydchloroth_Tab 100/12.5mg,Losartan Potassium,,12.5 mg,Angiotensin-II Receptor Antagonists,False,True
4311,,0205052P0BBAAAA,Cozaar-Comp,Cozaar-Comp_Tab 50mg/12.5mg,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,True
4312,,0205052P0BBABAB,Cozaar-Comp,Cozaar-Comp_Tab 100mg/25mg,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,True
4313,,0205052P0BBACAC,Cozaar-Comp,Cozaar-Comp_Tab 100mg/12.5mg,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,True
4314,,0205052P0BCAAAA,Hyzaar,Hyzaar_Tab,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,True
4315,,0205052Q0AAAAAA,Telmisartan,Telmisartan_Tab 40mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
4316,,0205052Q0AAABAB,Telmisartan,Telmisartan_Tab 80mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
4317,,0205052Q0AAACAC,Telmisartan,Telmisartan_Tab 20mg,Telmisartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
4318,,0205052Q0AAADAD,Telmisartan,Telmisartan_Oral Susp 40mg/5ml,Telmisartan,,40 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4319,,0205052Q0BBAAAA,Micardis,Micardis_Tab 40mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
4320,,0205052Q0BBABAB,Micardis,Micardis_Tab 80mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
4321,,0205052Q0BBACAC,Micardis,Micardis_Tab 20mg,Telmisartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
4322,,0205052Q0BCAAAA,Tolura,Tolura_Tab 40mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
4323,,0205052Q0BCABAB,Tolura,Tolura_Tab 80mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
4324,,0205052Q0BCACAC,Tolura,Tolura_Tab 20mg,Telmisartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
4325,,0205052R0AAAAAA,Telmisartan/Hydchloroth,Telmisartan/Hydchloroth_Tab 40mg/12.5mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
4326,,0205052R0AAABAB,Telmisartan/Hydchloroth,Telmisartan/Hydchloroth_Tab 80mg/12.5mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
4327,,0205052R0AAACAC,Telmisartan/Hydchloroth,Telmisartan/Hydchloroth_Tab 80mg/25mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
4328,,0205052R0BBAAAA,MicardisPlus,MicardisPlus_Tab 40mg/12.5mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
4329,,0205052R0BBABAB,MicardisPlus,MicardisPlus_Tab 80mg/12.5mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
4330,,0205052R0BBACAC,MicardisPlus,MicardisPlus_Tab 80mg/25mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
4331,,0205052R0BCAAAA,Actelsar,Actelsar HCT_Tab 40mg/12.5mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
4332,,0205052R0BCABAB,Actelsar,Actelsar HCT_Tab 80mg/12.5mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
4333,,0205052R0BCACAC,Actelsar,Actelsar HCT_Tab 80mg/25mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
4334,,0205052R0BDAAAA,Tolucombi,Tolucombi_Tab 40mg/12.5mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
4335,,0205052R0BDABAB,Tolucombi,Tolucombi_Tab 80mg/12.5mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
4336,,0205052R0BDACAC,Tolucombi,Tolucombi_Tab 80mg/25mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
4337,,0205052V0AAAAAA,Valsartan,Valsartan_Cap 40mg,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
4338,,0205052V0AAABAB,Valsartan,Valsartan_Cap 80mg,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
4339,,0205052V0AAACAC,Valsartan,Valsartan_Cap 160mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,False
4340,,0205052V0AAADAD,Valsartan,Valsartan_Tab 40mg,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
4341,,0205052V0AAAEAE,Valsartan,Valsartan_Liq Spec 40mg/5ml,Valsartan,,40 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4342,,0205052V0AAAFAF,Valsartan,Valsartan_Tab 320mg,Valsartan,,320 mg,Angiotensin-II Receptor Antagonists,False,False
4343,,0205052V0AAAGAG,Valsartan,Valsartan_Liq Spec 160mg/5ml,Valsartan,,160 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4344,,0205052V0AAAHAH,Valsartan,Valsartan_Tab 160mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,False
4345,,0205052V0AAAIAI,Valsartan,Valsartan_Tab 80mg,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
4346,,0205052V0AAAJAJ,Valsartan,Valsartan_Oral Soln 3mg/ml,Valsartan,,3 mg/mL,Angiotensin-II Receptor Antagonists,False,False
4347,,0205052V0BBAAAA,Diovan,Diovan_Cap 40mg,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
4348,,0205052V0BBABAB,Diovan,Diovan_Cap 80mg,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
4349,,0205052V0BBACAC,Diovan,Diovan_Cap 160mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,False
4350,,0205052V0BBADAD,Diovan,Diovan_Tab 40mg,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
4351,,0205052V0BBAEAF,Diovan,Diovan_Tab 320mg,Valsartan,,320 mg,Angiotensin-II Receptor Antagonists,False,False
4352,,0205052V0BBAFAJ,Diovan,Diovan_Oral Soln 3mg/1ml,Valsartan,,3 mg/1 ml,Angiotensin-II Receptor Antagonists,False,False
4353,,0205052W0AAAAAA,Eprosartan,Eprosartan_Tab 300mg,Eprosartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
4354,,0205052W0AAABAB,Eprosartan,Eprosartan_Tab 400mg,Eprosartan,,400 mg,Angiotensin-II Receptor Antagonists,False,False
4355,,0205052W0AAACAC,Eprosartan,Eprosartan_Tab 600mg,Eprosartan,,600 mg,Angiotensin-II Receptor Antagonists,False,False
4356,,0205052W0AAADAD,Eprosartan,Eprosartan_Liq Spec 300mg/5ml,Eprosartan,,300 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
4357,,0205052W0BBAAAA,Teveten,Teveten_Tab 300mg,Eprosartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
4358,,0205052W0BBABAB,Teveten,Teveten_Tab 400mg,Eprosartan,,400 mg,Angiotensin-II Receptor Antagonists,False,False
4359,,0205052W0BBACAC,Teveten,Teveten_Tab 600mg,Eprosartan,,600 mg,Angiotensin-II Receptor Antagonists,False,False
4360,,0205052X0AAAAAA,Valsartan/Hydchloroth,Valsartan/Hydchloroth_Tab 160mg/12.5mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,True
4361,,0205052X0AAABAB,Valsartan/Hydchloroth,Valsartan/Hydchloroth_Tab 160mg/25mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,True
4362,,0205052X0AAACAC,Valsartan/Hydchloroth,Valsartan/Hydchloroth_Tab 80mg/12.5mg,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
4363,,0205052X0BBAAAA,Co-Diovan,Co-Diovan_Tab 160mg/12.5mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,True
4364,,0205052X0BBABAB,Co-Diovan,Co-Diovan_Tab 160mg/25mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,True
4365,,0205052X0BBACAC,Co-Diovan,Co-Diovan_Tab 80mg/12.5mg,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
4366,,0205052Y0AAAAAA,Olmesartan Medoxomil/Hydchloroth,Olmesartan Medox/Hydchloroth_Tab 20/12.5,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,True
4367,,0205052Y0AAABAB,Olmesartan Medoxomil/Hydchloroth,Olmesartan Medox/Hydchloroth_Tab 20/25mg,Olmesartan,,25 mg,Angiotensin-II Receptor Antagonists,False,True
4368,,0205052Y0AAACAC,Olmesartan Medoxomil/Hydchloroth,Olmesartan Medox/Hydchloroth_Tab 40/12.5,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,True
4369,,0205052Y0BBAAAA,Olmetec Plus,Olmetec Plus_Tab 20mg/12.5mg,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,True
4370,,0205052Y0BBABAB,Olmetec Plus,Olmetec Plus_Tab 20mg/25mg,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,True
4371,,0205052Y0BBACAC,Olmetec Plus,Olmetec Plus_Tab 40mg/12.5mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
4372,,0205053A0AAAAAA,Aliskiren,Aliskiren_Tab 150mg,Aliskiren,,150 mg,Renin Inhibitors,False,False
4373,,0205053A0AAABAB,Aliskiren,Aliskiren_Tab 300mg,Aliskiren,,300 mg,Renin Inhibitors,False,False
4374,,0205053A0BBAAAA,Rasilez,Rasilez_Tab 150mg,Aliskiren,,150 mg,Renin Inhibitors,False,False
4375,,0205053A0BBABAB,Rasilez,Rasilez_Tab 300mg,Aliskiren,,300 mg,Renin Inhibitors,False,False
4376,,0205060R0AAAAAA,Trimetaphan Camsyl,Trimetaphan Camsyl_Inj 50mg/ml 5ml Amp,Trimetaphan Camsilate,,50 mg/mL,Ganglion-Blocking Drugs,False,False
4377,,0205060R0BBAAAA,Arfonad,Arfonad_Inj 50mg/ml 5ml Amp,Trimetaphan Camsilate,,50 mg/mL,Ganglion-Blocking Drugs,False,False
4378,,0205080A0AAAAAA,Ketanserin,Ketanserin_Tab 20mg,Ketanserin,,20 mg,Other Adrenergic Neurone Blocking Drugs,False,False
4379,,0205080A0AAABAB,Ketanserin,Ketanserin_Tab 20mg,Ketanserin,,20 mg,Other Adrenergic Neurone Blocking Drugs,False,False
4380,,0205080A0AAACAC,Ketanserin,Ketanserin_Tab 40mg,Ketanserin,,40 mg,Other Adrenergic Neurone Blocking Drugs,False,False
4381,,0205080A0BBAAAB,Sufrexal,Sufrexal_Tab 20mg,Ketanserin,,20 mg,Other Adrenergic Neurone Blocking Drugs,False,False
4382,,0205080A0BBABAC,Sufrexal,Sufrexal_Tab 40mg,Ketanserin,,40 mg,Other Adrenergic Neurone Blocking Drugs,False,False
4383,,0205080A0BCAAAB,Ketensin,Ketensin_Tab 20mg,Ketanserin,,20 mg,Other Adrenergic Neurone Blocking Drugs,False,False
4384,,0206020A0AAAAAA,Amlodipine,Amlodipine_Tab 5mg,Amlodipine,,5 mg,calcium-channel blocker,True,False
4385,,0206020A0AAABAB,Amlodipine,Amlodipine_Tab 10mg,Amlodipine,,10 mg,calcium-channel blocker,True,False
4386,,0206020A0AAACAC,Amlodipine,Amlodipine_Liq Spec 5mg/5ml,Amlodipine,,5 mg/5 ml,calcium-channel blocker,True,False
4387,,0206020A0AAADAD,Amlodipine,Amlodipine_Liq Spec 10mg/5ml,Amlodipine,,10 mg/5 ml,calcium-channel blocker,True,False
4388,,0206020A0AAAEAE,Amlodipine,Amlodipine_Tab 5mg             @gn,Amlodipine,,5 mg,calcium-channel blocker,True,False
4389,,0206020A0AAAFAF,Amlodipine,Amlodipine_Liq Spec 50mg/5ml,Amlodipine,,50 mg/5 ml,calcium-channel blocker,True,False
4390,,0206020A0AAAGAG,Amlodipine,Amlodipine_Liq Spec 4mg/5ml,Amlodipine,,4 mg/5 ml,calcium-channel blocker,True,False
4391,,0206020A0AAAHAH,Amlodipine,Amlodipine_Tab 10mg            @gn,Amlodipine,,10 mg,calcium-channel blocker,True,False
4392,,0206020A0AAAIAI,Amlodipine,Amlodipine_Pdrs 4mg,Amlodipine,,4 mg,calcium-channel blocker,True,False
4393,,0206020A0AAAJAJ,Amlodipine,Amlodipine_Liq Spec 2.5mg/5ml,Amlodipine,,5 mg/5 ml,calcium-channel blocker,True,False
4394,,0206020A0AAAKAK,Amlodipine,Amlodipine_Tab 2.5mg,Amlodipine,,2.5 mg,calcium-channel blocker,True,False
4395,,0206020A0AAALAL,Amlodipine,Amlodipine_Oral Soln 5mg/5ml S/F,Amlodipine,,5 mg/5 ml,calcium-channel blocker,True,False
4396,,0206020A0AAAMAM,Amlodipine,Amlodipine_Liq Spec 1.5mg/5ml,Amlodipine,,5 mg/5 ml,calcium-channel blocker,True,False
4397,,0206020A0AAANAN,Amlodipine,Amlodipine_Liq Spec 2mg/5ml,Amlodipine,,2 mg/5 ml,calcium-channel blocker,True,False
4398,,0206020A0AAAPAP,Amlodipine,Amlodipine_Oral Susp 10mg/5ml,Amlodipine,,10 mg/5 ml,calcium-channel blocker,True,False
4399,,0206020A0AAAQAQ,Amlodipine,Amlodipine_Oral Soln 5mg/5ml,Amlodipine,,5 mg/5 ml,calcium-channel blocker,True,False
4400,,0206020A0AAARAR,Amlodipine,Amlodipine_Oral Susp 5mg/5ml,Amlodipine,,5 mg/5 ml,calcium-channel blocker,True,False
