,read_code,brand_name,term_description,term,quantity,dose,group,with_calcium_channel_blocker,with_diuretic
1359,bi87.,Vascace,*VASCACE 1mg tablets,Cilazapril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1360,bi88.,Vascace,*VASCACE 2.5mg tablets,Cilazapril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1361,bi89.,Vascace,*VASCACE 5mg tablets,Cilazapril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1362,bi8a.,Cilazapril,CILAZAPRIL 5mg tablets,Cilazapril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1363,bi9..,Trandolapril,TRANDOLAPRIL,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1364,bi91.,Trandolapril,TRANDOLAPRIL 500micrograms capsules,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1365,bi92.,Trandolapril,TRANDOLAPRIL 1mg capsules,Trandolapril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1366,bi93.,Trandolapril,TRANDOLAPRIL 2mg capsules,Trandolapril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1367,bi94.,Gopten,*GOPTEN 500micrograms capsules,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1368,bi95.,Gopten,*GOPTEN 1mg capsules,Trandolapril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1369,bi96.,Gopten,*GOPTEN 2mg capsules,Trandolapril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1370,bi97.,Odrik,*ODRIK 500micrograms capsules,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1371,bi98.,Odrik,*ODRIK 1mg capsules,Trandolapril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1372,bi99.,Odrik,*ODRIK 2mg capsules,Trandolapril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1373,bi9A.,Gopten,*GOPTEN 4mg capsules,Trandolapril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1374,bi9z.,Trandolapril,TRANDOLAPRIL 4mg capsules,Trandolapril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1375,biA1.,Moexipril Hydrochloride,MOEXIPRIL HYDROCHLORIDE 7.5mg tablets,Moexipril Hydrochloride,,7.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1376,biA2.,Moexipril Hydrochloride,MOEXIPRIL HYDROCHLORIDE 15mg tablets,Moexipril Hydrochloride,,15 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1377,biA3.,Perdix,PERDIX 7.5mg tablets,Moexipril Hydrochloride,,7.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1378,biA4.,Perdix,PERDIX 15mg tablets,Moexipril Hydrochloride,,15 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1379,biB..,Imidapril Hydrochloride,IMIDAPRIL HYDROCHLORIDE,Imidapril Hydrochloride,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1380,biB1.,Tanatril,TANATRIL 5mg tablets,Imidapril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1381,biB2.,Tanatril,TANATRIL 10mg tablets,Imidapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1382,biB3.,Tanatril,TANATRIL 20mg tablets,Imidapril Hydrochloride,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1383,biBx.,Imidapril Hydrochloride,IMIDAPRIL HYDROCHLORIDE 20mg tablets,Imidapril Hydrochloride,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1384,biBy.,Imidapril Hydrochloride,IMIDAPRIL HYDROCHLORIDE 5mg tablets,Imidapril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1385,biBz.,Imidapril Hydrochloride,IMIDAPRIL HYDROCHLORIDE 10mg tablets,Imidapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1386,biC..,Perindopril,PERINDOPRIL ARGININE,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1387,biC1.,Coversyl,COVERSYL ARGININE 2.5mg tablets,Perindopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1388,biC2.,Perindopril,PERINDOPRIL ARGININE 2.5mg tablets,Perindopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1389,biC3.,Coversyl,COVERSYL ARGININE 5mg tablets,Perindopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1390,biC4.,Perindopril,PERINDOPRIL ARGININE 5mg tablets,Perindopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1391,biC5.,Coversyl,COVERSYL ARGININE 10mg tablets,Perindopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1392,biC6.,Perindopril,PERINDOPRIL ARGININE 10mg tablets,Perindopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1393,biC7.,Coversyl,COVERSYL ARGININE PLUS 5mg/1.25mg tablets,Perindopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1394,biC8.,Perindopril,PERINDOPRIL ARGININE+INDAPAMIDE 5mg/1.25mg tablets,Perindopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
1395,bj11.,Arfonad,*ARFONAD 250mg/5mL injection,Trimetaphan Camsilate,,250 mg/5 ml,Ganglion-Blocking Drugs,False,False
1396,bj1z.,Trimetaphan Camsyl,TRIMETAPHAN CAMSYLATE 250mg/5mL injection,Trimetaphan Camsilate,,250 mg/5 ml,Ganglion-Blocking Drugs,False,False
1397,bk1..,Metirosine,METIROSINE,Metirosine,,,Alpha-Adrenoceptor Blocking Drugs,False,False
1398,bk11.,Demser,*DEMSER 250mg capsules,Metirosine,,250 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
1399,bk1z.,Metirosine,*METIROSINE 250mg capsules,Metirosine,,250 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
1400,bk21.,Hypercal,*HYPERCAL-B tablets,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
1401,bk22.,Seominal,*SEOMINAL tablets,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
1402,bk3..,Losartan,LOSARTAN,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,False
1403,bk31.,Losartan Pot,LOSARTAN POTASSIUM 25mg tablets,Losartan Potassium,,25 mg,Angiotensin-II Receptor Antagonists,False,False
1404,bk32.,Losartan Pot,LOSARTAN POTASSIUM 50mg tablets,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,False
1405,bk33.,Cozaar,COZAAR HALF-STRENGTH 25mg tablets,Losartan Potassium,,25 mg,Angiotensin-II Receptor Antagonists,False,False
1406,bk34.,Cozaar,COZAAR 50mg tablets,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,False
1407,bk35.,Losartan Pot,LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 50mg/12.5mg tablets,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,True
1408,bk36.,Cozaar,COZAAR-COMP 50mg/12.5mg tablets,Losartan Potassium,,50 mg,Angiotensin-II Receptor Antagonists,False,False
1409,bk37.,Losartan Pot,LOSARTAN POTASSIUM 100mg tablets,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,False
1410,bk38.,Cozaar,COZAAR 100mg tablets,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,False
1411,bk39.,Cozaar,COZAAR-COMP 100mg/25mg tablets,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,False
1412,bk3A.,Cozaar,COZAAR-COMP 100mg/12.5mg tablets,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,False
1413,bk3B.,Cozaar,COZAAR 12.5mg tablets,Losartan Potassium,,12.5 mg,Angiotensin-II Receptor Antagonists,False,False
1414,bk3C.,Losartan Pot,LOSARTAN POTASSIUM 12.5mg tablets,Losartan Potassium,,12.5 mg,Angiotensin-II Receptor Antagonists,False,False
1415,bk3D.,Cozaar,COZAAR 2.5mg/mL oral suspension,Losartan Potassium,,5 mg/mL,Angiotensin-II Receptor Antagonists,False,False
1416,bk3E.,Losartan Pot,LOSARTAN POTASSIUM 2.5mg/mL oral suspension,Losartan Potassium,,5 mg/mL,Angiotensin-II Receptor Antagonists,False,False
1417,bk3y.,Losartan Pot,LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 100mg/12.5mg tablets,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,True
1418,bk3z.,Losartan Pot,LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 100mg/25mg tablets,Losartan Potassium,,100 mg,Angiotensin-II Receptor Antagonists,False,True
1419,bk4..,Valsartan,VALSARTAN,Valsartan,,,Angiotensin-II Receptor Antagonists,False,False
1420,bk41.,Valsartan,VALSARTAN 40mg capsules,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1421,bk42.,Valsartan,VALSARTAN 80mg capsules,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
1422,bk43.,Valsartan,VALSARTAN 160mg capsules,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,False
1423,bk44.,Diovan,DIOVAN 40mg capsules,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1424,bk45.,Diovan,DIOVAN 80mg capsules,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
1425,bk46.,Diovan,DIOVAN 160mg capsules,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,False
1426,bk47.,Diovan,CO-DIOVAN 160mg/12.5mg tablets,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,False
1427,bk48.,Diovan,CO-DIOVAN 160mg/25mg tablets,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,False
1428,bk49.,Diovan,CO-DIOVAN 80mg/12.5mg tablets,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
1429,bk4A.,Diovan,DIOVAN 40mg tablets,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1430,bk4B.,Diovan,DIOVAN 320mg tablets,Valsartan,,320 mg,Angiotensin-II Receptor Antagonists,False,False
1431,bk4C.,Diovan,DIOVAN 3mg/mL oral solution,Valsartan,,3 mg/mL,Angiotensin-II Receptor Antagonists,False,False
1432,bk4s.,Valsartan,VALSARTAN 80mg tablets,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
1433,bk4t.,Valsartan,VALSARTAN 160mg tablets,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,False
1434,bk4u.,Valsartan,VALSARTAN 3mg/mL oral solution,Valsartan,,3 mg/mL,Angiotensin-II Receptor Antagonists,False,False
1435,bk4v.,Valsartan,VALSARTAN 320mg tablets,Valsartan,,320 mg,Angiotensin-II Receptor Antagonists,False,False
1436,bk4w.,Valsartan,VALSARTAN 40mg tablets,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1437,bk4x.,Valsartan,VALSARTAN+HYDROCHLOROTHIAZIDE 80mg/12.5mg tablets,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
1438,bk4y.,Valsartan,VALSARTAN+HYDROCHLOROTHIAZIDE 160mg/25mg tablets,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,True
1439,bk4z.,Valsartan,VALSARTAN+HYDROCHLOROTHIAZIDE 160mg/12.5mg tablets,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,True
1440,bk5..,Irbesartan,IRBESARTAN,Irbesartan,,,Angiotensin-II Receptor Antagonists,False,False
1441,bk51.,Irbesartan,IRBESARTAN 75mg tablets,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
1442,bk52.,Irbesartan,IRBESARTAN 150mg tablets,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
1443,bk53.,Irbesartan,IRBESARTAN 300mg tablets,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
1444,bk54.,Aprovel,APROVEL 75mg tablets,Irbesartan,,75 mg,Angiotensin-II Receptor Antagonists,False,False
1445,bk55.,Aprovel,APROVEL 150mg tablets,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
1446,bk56.,Aprovel,APROVEL 300mg tablets,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
1447,bk57.,CoAprovel,COAPROVEL 150mg/12.5mg tablets,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,False
1448,bk58.,CoAprovel,COAPROVEL 300mg/12.5mg tablets,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
1449,bk59.,CoAprovel,COAPROVEL 300mg/25mg tablets,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
1450,bk5x.,Irbesartan,IRBESARTAN+HYDROCHLOROTHIAZIDE 300mg/25mg tablets,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,True
1451,bk5y.,Irbesartan,IRBESARTAN+HYDROCHLOROTHIAZIDE 300mg/12.5mg tablets,Irbesartan,,300 mg,Angiotensin-II Receptor Antagonists,False,True
1452,bk5z.,Irbesartan,IRBESARTAN+HYDROCHLOROTHIAZIDE 150mg/12.5mg tablets,Irbesartan,,150 mg,Angiotensin-II Receptor Antagonists,False,True
1453,bk6..,Trandolapril,TRANDOLAPRIL+VERAPAMIL HYDROCHLORIDE,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,True,False
1454,bk61.,Trandolapril,TRANDOLAPRIL+VERAPAMIL HYDROCHLORIDE 2mg/180mg m/r capsules,Trandolapril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
1455,bk62.,Tarka,*TARKA 2mg/180mg m/r capsules,Trandolapril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
1456,bk7..,Candesartan Cilexetil,CANDESARTAN CILEXETIL,Candesartan Cilexetil,,,Angiotensin-II Receptor Antagonists,False,False
1457,bk71.,Candesartan Cilexetil,CANDESARTAN CILEXETIL 2mg tablets,Candesartan Cilexetil,,2 mg,Angiotensin-II Receptor Antagonists,False,False
1458,bk72.,Candesartan Cilexetil,CANDESARTAN CILEXETIL 4mg tablets,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
1459,bk73.,Candesartan Cilexetil,CANDESARTAN CILEXETIL 8mg tablets,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
1460,bk74.,Candesartan Cilexetil,CANDESARTAN CILEXETIL 16mg tablets,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
1461,bk75.,Amias,AMIAS 2mg tablets,Candesartan Cilexetil,,2 mg,Angiotensin-II Receptor Antagonists,False,False
1462,bk76.,Amias,AMIAS 4mg tablets,Candesartan Cilexetil,,4 mg,Angiotensin-II Receptor Antagonists,False,False
1463,bk77.,Amias,AMIAS 8mg tablets,Candesartan Cilexetil,,8 mg,Angiotensin-II Receptor Antagonists,False,False
1464,bk78.,Amias,AMIAS 16mg tablets,Candesartan Cilexetil,,16 mg,Angiotensin-II Receptor Antagonists,False,False
1465,bk79.,Amias,AMIAS 32mg tablets,Candesartan Cilexetil,,32 mg,Angiotensin-II Receptor Antagonists,False,False
1466,bk7z.,Candesartan Cilexetil,CANDESARTAN CILEXETIL 32mg tablets,Candesartan Cilexetil,,32 mg,Angiotensin-II Receptor Antagonists,False,False
1467,bk8..,Telmisartan,TELMISARTAN,Telmisartan,,,Angiotensin-II Receptor Antagonists,False,False
1468,bk81.,Telmisartan,TELMISARTAN 40mg tablets,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1469,bk82.,Telmisartan,TELMISARTAN 80mg tablets,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
1470,bk83.,Micardis,MICARDIS 40mg tablets,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1471,bk84.,Micardis,MICARDIS 80mg tablets,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
1472,bk85.,Micardis,MICARDIS 20mg tablets,Telmisartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
1473,bk86.,Micardis,MICARDISPLUS 40mg/12.5mg tablets,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1474,bk87.,Micardis,MICARDISPLUS 80mg/12.5mg tablets,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
1475,bk88.,Micardis,MICARDISPLUS 80mg/25mg tablets,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
1476,bk8w.,Telmisartan,TELMISARTAN+HYDROCHLOROTHIAZIDE 80mg/25mg tablets,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
1477,bk8x.,Telmisartan,TELMISARTAN+HYDROCHLOROTHIAZIDE 40mg/12.5mg tablets,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
1478,bk8y.,Telmisartan,TELMISARTAN+HYDROCHLOROTHIAZIDE 80mg/12.5mg tablets,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
1479,bk8z.,Telmisartan,TELMISARTAN 20mg tablets,Telmisartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
1480,bk9..,Eprosartan,EPROSARTAN,Eprosartan,,,Angiotensin-II Receptor Antagonists,False,False
1481,bk91.,Teveten,TEVETEN 300mg tablets,Eprosartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
1482,bk92.,Teveten,*TEVETEN 400mg tablets,Eprosartan,,400 mg,Angiotensin-II Receptor Antagonists,False,False
1483,bk93.,Teveten,TEVETEN 600mg tablets,Eprosartan,,600 mg,Angiotensin-II Receptor Antagonists,False,False
1484,bk9x.,Eprosartan,EPROSARTAN 300mg tablets,Eprosartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
1485,bk9y.,Eprosartan,EPROSARTAN 400mg tablets,Eprosartan,,400 mg,Angiotensin-II Receptor Antagonists,False,False
1486,bk9z.,Eprosartan,EPROSARTAN 600mg tablets,Eprosartan,,600 mg,Angiotensin-II Receptor Antagonists,False,False
1487,bkA..,Bosentan,BOSENTAN,Bosentan,,,Vasodilator Antihypertensive Drugs,False,False
1488,bkA1.,Bosentan,BOSENTAN MONOHYDRATE 62.5mg tablets,Bosentan,,62.5 mg,Vasodilator Antihypertensive Drugs,False,False
1489,bkA2.,Bosentan,BOSENTAN MONOHYDRATE 125mg tablets,Bosentan,,125 mg,Vasodilator Antihypertensive Drugs,False,False
1490,bkA3.,Tracleer,TRACLEER 62.5mg tablets,Bosentan,,62.5 mg,Vasodilator Antihypertensive Drugs,False,False
1491,bkA4.,Tracleer,TRACLEER 125mg tablets,Bosentan,,125 mg,Vasodilator Antihypertensive Drugs,False,False
1492,bkB..,Olmesartan,OLMESARTAN,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,False
1493,bkB1.,Olmesartan,OLMESARTAN MEDOXOMIL 10mg tablets,Olmesartan,,10 mg,Angiotensin-II Receptor Antagonists,False,False
1494,bkB2.,Olmesartan,OLMESARTAN MEDOXOMIL 20mg tablets,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
1495,bkB3.,Olmesartan,OLMESARTAN MEDOXOMIL 40mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1496,bkB4.,Olmetec,OLMETEC 10mg tablets,Olmesartan,,10 mg,Angiotensin-II Receptor Antagonists,False,False
1497,bkB5.,Olmetec,OLMETEC 20mg tablets,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
1498,bkB6.,Olmetec,OLMETEC 40mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1499,bkC..,Olmesartan,HYDROCHLOROTHIAZIDE + OLMESARTAN,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,True
1500,bkC1.,Olmetec,OLMETEC PLUS 20mg/12.5mg tablets,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
1501,bkC2.,Olmetec,OLMETEC PLUS 20mg/25mg tablets,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
1502,bkC3.,Olmetec,OLMETEC PLUS 40mg/12.5mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1503,bkCx.,Olmesartan,OLMESARTAN+HYDROCHLOROTHIAZIDE 40mg/12.5mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
1504,bkCy.,Olmesartan,OLMESARTAN + HYDROCHLOROTHIAZIDE 20mg/25mg tablets,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,True
1505,bkCz.,Olmesartan,OLMESARTAN + HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,True
1506,bkD..,Valsartan,AMLODIPINE + VALSARTAN,Valsartan,,,Angiotensin-II Receptor Antagonists,True,False
1507,bkD1.,Valsartan,AMLODIPINE+VALSARTAN 5mg/80mg tablets,Valsartan,,5 mg,Angiotensin-II Receptor Antagonists,True,False
1508,bkD2.,Valsartan,AMLODIPINE+VALSARTAN 5mg/160mg tablets,Valsartan,,5 mg,Angiotensin-II Receptor Antagonists,True,False
1509,bkD3.,Valsartan,AMLODIPINE+VALSARTAN 10mg/160mg tablets,Valsartan,,10 mg,Angiotensin-II Receptor Antagonists,True,False
1510,bkE1.,Thelin,*THELIN 100mg tablets,Sitaxentan Sodium,,100 mg,Vasodilator Antihypertensive Drugs,False,False
1511,bkEz.,Sitaxentan Sod,SITAXENTAN SODIUM 100mg tablets,Sitaxentan Sodium,,100 mg,Vasodilator Antihypertensive Drugs,False,False
1512,bkF..,Aliskiren,ALISKIREN,Aliskiren,,,Renin Inhibitors,False,False
1513,bkF1.,Rasilez,RASILEZ 150mg tablets,Aliskiren,,150 mg,Renin Inhibitors,False,False
1514,bkF2.,Rasilez,RASILEZ 300mg tablets,Aliskiren,,300 mg,Renin Inhibitors,False,False
1515,bkFy.,Aliskiren,ALISKIREN 300mg tablets,Aliskiren,,300 mg,Renin Inhibitors,False,False
1516,bkFz.,Aliskiren,ALISKIREN 150mg tablets,Aliskiren,,150 mg,Renin Inhibitors,False,False
1517,bkG..,Ambrisentan,AMBRISENTAN,Ambrisentan,,,Vasodilator Antihypertensive Drugs,False,False
1518,bkG1.,Volibris,VOLIBRIS 5mg tablets,Ambrisentan,,5 mg,Vasodilator Antihypertensive Drugs,False,False
1519,bkG2.,Volibris,VOLIBRIS 10mg tablets,Ambrisentan,,10 mg,Vasodilator Antihypertensive Drugs,False,False
1520,bkGy.,Ambrisentan,AMBRISENTAN 10mg tablets,Ambrisentan,,10 mg,Vasodilator Antihypertensive Drugs,False,False
1521,bkGz.,Ambrisentan,AMBRISENTAN 5mg tablets,Ambrisentan,,5 mg,Vasodilator Antihypertensive Drugs,False,False
1522,bkH..,Olmesartan,OLMESARTAN+AMLODIPINE,Olmesartan,,,Angiotensin-II Receptor Antagonists,True,False
1523,bkH1.,Sevikar,SEVIKAR 20mg/5mg tablets,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
1524,bkH2.,Sevikar,SEVIKAR 40mg/5mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1525,bkH3.,Sevikar,SEVIKAR 40mg/10mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1526,bkHx.,Olmesartan,OLMESARTAN MEDOXOMIL+AMLODIPINE 40mg/10mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,False
1527,bkHy.,Olmesartan,OLMESARTAN MEDOXOMIL+AMLODIPINE 40mg/5mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,True,False
1528,bkHz.,Olmesartan,OLMESARTAN MEDOXOMIL+AMLODIPINE 20mg/5mg tablets,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,True,False
1529,bkI..,Olmesartan,OLMESARTAN+AMLODIPINE+HYDROCHLOROTHIAZIDE,Olmesartan,,,Angiotensin-II Receptor Antagonists,True,True
1530,bkI1.,Sevikar,SEVIKAR HCT 20mg/5mg/12.5mg tablets,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,False
1531,bkI2.,Sevikar,SEVIKAR HCT 40mg/5mg/12.5mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1532,bkI3.,Sevikar,SEVIKAR HCT 40mg/10mg/12.5mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1533,bkI4.,Sevikar,SEVIKAR HCT 40mg/5mg/25mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1534,bkI5.,Sevikar,SEVIKAR HCT 40mg/10mg/25mg tablets,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1535,bkJ1.,Edarbi,EDARBI 20mg tablets,Azilsartan Medoxomil,,20 mg,Angiotensin-II Receptor Antagonists,False,False
1536,bkJ2.,Azilsartan Medoxomil,AZILSARTAN MEDOXOMIL 20mg tablets,Azilsartan Medoxomil,,20 mg,Angiotensin-II Receptor Antagonists,False,False
1537,bkJ3.,Edarbi,EDARBI 40mg tablets,Azilsartan Medoxomil,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1538,bkJ4.,Azilsartan Medoxomil,AZILSARTAN MEDOXOMIL 40mg tablets,Azilsartan Medoxomil,,40 mg,Angiotensin-II Receptor Antagonists,False,False
1539,bkJ5.,Edarbi,EDARBI 80mg tablets,Azilsartan Medoxomil,,80 mg,Angiotensin-II Receptor Antagonists,False,False
1540,bkJ6.,Azilsartan Medoxomil,AZILSARTAN MEDOXOMIL 80mg tablets,Azilsartan Medoxomil,,80 mg,Angiotensin-II Receptor Antagonists,False,False
1541,bkK..,Macitentan,MACITENTAN,Macitentan,,,Vasodilator Antihypertensive Drugs,False,False
1542,bkK1.,Opsumit,OPSUMIT 10mg tablets,Macitentan,,10 mg,Vasodilator Antihypertensive Drugs,False,False
1543,bkK2.,Macitentan,MACITENTAN 10mg tablets,Macitentan,,10 mg,Vasodilator Antihypertensive Drugs,False,False
1544,bkL..,Valsartan,SACUBITRIL+VALSARTAN,Valsartan,,,Angiotensin-II Receptor Antagonists,False,False
1545,bkL1.,Entresto,ENTRESTO 24mg/26mg tablets,Sacubitril/Valsartan,,24 mg,Angiotensin-II Receptor Antagonists,False,False
1546,bkL2.,Valsartan,SACUBITRIL+VALSARTAN 24mg/26mg tablets,Valsartan,,24 mg,Angiotensin-II Receptor Antagonists,False,False
1547,bkL3.,Entresto,ENTRESTO 49mg/51mg tablets,Sacubitril/Valsartan,,49 mg,Angiotensin-II Receptor Antagonists,False,False
1548,bkL4.,Valsartan,SACUBITRIL+VALSARTAN 49mg/51mg tablets,Valsartan,,49 mg,Angiotensin-II Receptor Antagonists,False,False
1549,bkL5.,Entresto,ENTRESTO 97mg/103mg tablets,Sacubitril/Valsartan,,97 mg,Angiotensin-II Receptor Antagonists,False,False
1550,bkL6.,Valsartan,SACUBITRIL+VALSARTAN 97mg/103mg tablets,Valsartan,,97 mg,Angiotensin-II Receptor Antagonists,False,False
1551,blca.,Lotens,FELOTENS XL 5mg m/r tablets,Guanethidine Monosulfate,,5 mg,Adrenergic Neurone Blocking Drugs,True,False
